Date,P(Low),P(Med),P(High)
2010-08-18,0.00000000,0.00000050,0.99999950
2010-08-19,0.00000000,0.00000047,0.99999953
2010-08-20,0.00000000,0.00000039,0.99999961
2010-08-23,0.00000000,0.00000052,0.99999948
2010-08-24,0.00000000,0.00000029,0.99999971
2010-08-25,0.00000000,0.00000034,0.99999966
2010-08-26,0.00000000,0.00000030,0.99999970
2010-08-27,0.00000000,0.00000029,0.99999971
2010-08-30,0.00000000,0.00000029,0.99999971
2010-08-31,0.00000000,0.00000031,0.99999969
2010-09-01,0.00000000,0.00000038,0.99999962
2010-09-02,0.00000000,0.00000051,0.99999949
2010-09-03,0.00000000,0.00000058,0.99999941
2010-09-06,0.00000000,0.00000055,0.99999945
2010-09-07,0.00000000,0.00000052,0.99999948
2010-09-08,0.00000000,0.00000041,0.99999959
2010-09-09,0.00000000,0.00000032,0.99999968
2010-09-10,0.00000000,0.00000028,0.99999972
2010-09-13,0.00000000,0.00000034,0.99999966
2010-09-14,0.00000000,0.00000025,0.99999975
2010-09-15,0.00000000,0.00000021,0.99999979
2010-09-16,0.00000000,0.00000020,0.99999980
2010-09-17,0.00000000,0.00000019,0.99999981
2010-09-20,0.00000000,0.00000018,0.99999982
2010-09-21,0.00000000,0.00000017,0.99999983
2010-09-22,0.00000000,0.00000017,0.99999983
2010-09-23,0.00000000,0.00000016,0.99999984
2010-09-24,0.00000000,0.00000017,0.99999983
2010-09-27,0.00000000,0.00000022,0.99999978
2010-09-28,0.00000000,0.00000019,0.99999981
2010-09-29,0.00000000,0.00000017,0.99999983
2010-09-30,0.00000000,0.00000018,0.99999982
2010-10-01,0.00000000,0.00000018,0.99999982
2010-10-04,0.00000000,0.00000018,0.99999982
2010-10-05,0.00000000,0.00000016,0.99999984
2010-10-06,0.00000000,0.00000026,0.99999974
2010-10-07,0.00000000,0.00000029,0.99999971
2010-10-08,0.00000000,0.00000034,0.99999966
2010-10-11,0.00000000,0.00000060,0.99999940
2010-10-12,0.00000000,0.00000045,0.99999955
2010-10-13,0.00000000,0.00000045,0.99999955
2010-10-14,0.00000000,0.00000060,0.99999940
2010-10-15,0.00000000,0.00000052,0.99999948
2010-10-18,0.00000000,0.00000065,0.99999935
2010-10-19,0.00000000,0.00000057,0.99999943
2010-10-20,0.00000000,0.00000165,0.99999835
2010-10-21,0.00000000,0.00000253,0.99999747
2010-10-22,0.00000000,0.00000512,0.99999488
2010-10-25,0.00000000,0.00000468,0.99999532
2010-10-26,0.00000000,0.00000416,0.99999584
2010-10-27,0.00000000,0.00000863,0.99999137
2010-10-28,0.00000000,0.00009781,0.99990219
2010-10-29,0.00000000,0.00152431,0.99847569
2010-11-01,0.00000000,0.00631502,0.99368498
2010-11-02,0.00000000,0.02400710,0.97599290
2010-11-03,0.00000000,0.12824794,0.87175206
2010-11-04,0.00000000,0.50445842,0.49554158
2010-11-05,0.00000000,0.96870084,0.03129916
2010-11-08,0.00000000,0.99768197,0.00231803
2010-11-09,0.00000000,0.99965183,0.00034817
2010-11-10,0.00000000,0.99995491,0.00004509
2010-11-11,0.00000000,0.99998516,0.00001484
2010-11-12,0.00000000,0.99998264,0.00001736
2010-11-15,0.00000000,0.99999998,0.00000002
2010-11-16,0.00000000,0.99999995,0.00000005
2010-11-17,0.00000000,1.00000000,0.00000000
2010-11-18,0.00000000,1.00000000,0.00000000
2010-11-19,0.00000000,0.99999998,0.00000002
2010-11-22,0.00000000,0.99999997,0.00000003
2010-11-23,0.00000000,0.99999993,0.00000007
2010-11-24,0.00000000,0.99999983,0.00000017
2010-11-25,0.00000000,0.99999961,0.00000039
2010-11-26,0.00000000,0.99999912,0.00000088
2010-11-29,0.00000000,0.99999739,0.00000261
2010-11-30,0.00000000,0.99998927,0.00001073
2010-12-01,0.00000000,0.99995205,0.00004795
2010-12-02,0.00000000,0.99987172,0.00012828
2010-12-03,0.00000000,0.99964933,0.00035067
2010-12-06,0.00000000,0.99900893,0.00099107
2010-12-07,0.00000000,0.99732407,0.00267593
2010-12-08,0.00000000,0.99187250,0.00812750
2010-12-09,0.00000000,0.95596842,0.04403158
2010-12-10,0.00000000,0.85266527,0.14733473
2010-12-13,0.00000000,0.67508660,0.32491340
2010-12-14,0.00000000,0.47774268,0.52225732
2010-12-15,0.00000000,0.32233115,0.67766885
2010-12-16,0.00000000,0.13090374,0.86909626
2010-12-17,0.00000000,0.03798561,0.96201439
2010-12-20,0.00000000,0.01135012,0.98864988
2010-12-21,0.00000000,0.00337247,0.99662753
2010-12-22,0.00000000,0.00073059,0.99926941
2010-12-23,0.00000000,0.00015110,0.99984890
2010-12-24,0.00000000,0.00003572,0.99996428
2010-12-27,0.00000000,0.00001397,0.99998603
2010-12-28,0.00000000,0.00000823,0.99999177
2010-12-29,0.00000000,0.00000471,0.99999529
2010-12-30,0.00000000,0.00000577,0.99999423
2010-12-31,0.00000000,0.00000557,0.99999443
2011-01-03,0.00000000,0.00000715,0.99999285
2011-01-04,0.00000000,0.00000971,0.99999029
2011-01-05,0.00000000,0.00000805,0.99999195
2011-01-06,0.00000000,0.00000473,0.99999527
2011-01-07,0.00000000,0.00000387,0.99999613
2011-01-10,0.00000000,0.00000312,0.99999688
2011-01-11,0.00000000,0.00000277,0.99999723
2011-01-12,0.00000000,0.00000240,0.99999760
2011-01-13,0.00000000,0.00000283,0.99999717
2011-01-14,0.00000000,0.00000217,0.99999783
2011-01-17,0.00000000,0.00000176,0.99999824
2011-01-18,0.00000000,0.00000145,0.99999855
2011-01-19,0.00000000,0.00000127,0.99999873
2011-01-20,0.00000000,0.00000069,0.99999931
2011-01-21,0.00000000,0.00000072,0.99999928
2011-01-24,0.00000000,0.00000072,0.99999928
2011-01-25,0.00000000,0.00000054,0.99999946
2011-01-26,0.00000000,0.00000051,0.99999949
2011-01-27,0.00000000,0.00000049,0.99999951
2011-01-28,0.00000000,0.00000050,0.99999950
2011-01-31,0.00000000,0.00000024,0.99999976
2011-02-01,0.00000000,0.00000025,0.99999975
2011-02-02,0.00000000,0.00000021,0.99999979
2011-02-03,0.00000000,0.00000023,0.99999976
2011-02-04,0.00000001,0.00000017,0.99999982
2011-02-07,0.00000000,0.00000021,0.99999979
2011-02-08,0.00000001,0.00000018,0.99999981
2011-02-09,0.00000001,0.00000017,0.99999982
2011-02-10,0.00000001,0.00000016,0.99999983
2011-02-11,0.00000001,0.00000018,0.99999982
2011-02-14,0.00000001,0.00000017,0.99999982
2011-02-15,0.00000001,0.00000018,0.99999981
2011-02-16,0.00000001,0.00000016,0.99999983
2011-02-17,0.00000001,0.00000016,0.99999983
2011-02-18,0.00000001,0.00000020,0.99999979
2011-02-21,0.00000001,0.00000020,0.99999979
2011-02-22,0.00000002,0.00000020,0.99999978
2011-02-23,0.00000003,0.00000023,0.99999974
2011-02-24,0.00000004,0.00000034,0.99999963
2011-02-25,0.00000004,0.00000025,0.99999971
2011-02-28,0.00000006,0.00000037,0.99999957
2011-03-01,0.00000006,0.00000026,0.99999968
2011-03-02,0.00000006,0.00000030,0.99999964
2011-03-03,0.00000007,0.00000031,0.99999962
2011-03-04,0.00000007,0.00000031,0.99999962
2011-03-07,0.00000007,0.00000021,0.99999972
2011-03-08,0.00000007,0.00000026,0.99999967
2011-03-09,0.00000006,0.00000019,0.99999975
2011-03-10,0.00000006,0.00000016,0.99999978
2011-03-11,0.00000006,0.00000025,0.99999969
2011-03-14,0.00000005,0.00000022,0.99999973
2011-03-15,0.00000004,0.00000017,0.99999978
2011-03-16,0.00000004,0.00000025,0.99999971
2011-03-17,0.00000004,0.00000022,0.99999974
2011-03-18,0.00000002,0.00000075,0.99999922
2011-03-21,0.00000002,0.00000053,0.99999945
2011-03-22,0.00000002,0.00000045,0.99999953
2011-03-23,0.00000002,0.00000037,0.99999961
2011-03-24,0.00000002,0.00000042,0.99999957
2011-03-25,0.00000002,0.00000027,0.99999971
2011-03-28,0.00000002,0.00000024,0.99999974
2011-03-29,0.00000002,0.00000022,0.99999976
2011-03-30,0.00000002,0.00000020,0.99999978
2011-03-31,0.00000002,0.00000022,0.99999976
2011-04-01,0.00000002,0.00000024,0.99999974
2011-04-04,0.00000002,0.00000021,0.99999977
2011-04-05,0.00000002,0.00000021,0.99999977
2011-04-06,0.00000002,0.00000019,0.99999979
2011-04-07,0.00000002,0.00000020,0.99999978
2011-04-08,0.00000002,0.00000020,0.99999977
2011-04-11,0.00000003,0.00000017,0.99999980
2011-04-12,0.00000003,0.00000017,0.99999980
2011-04-13,0.00000002,0.00000026,0.99999972
2011-04-14,0.00000002,0.00000027,0.99999971
2011-04-15,0.00000002,0.00000026,0.99999972
2011-04-18,0.00000002,0.00000036,0.99999963
2011-04-19,0.00000002,0.00000027,0.99999971
2011-04-20,0.00000002,0.00000031,0.99999967
2011-04-21,0.00000002,0.00000036,0.99999962
2011-04-22,0.00000001,0.00000042,0.99999957
2011-04-25,0.00000001,0.00000049,0.99999950
2011-04-26,0.00000001,0.00000051,0.99999947
2011-04-27,0.00000001,0.00000048,0.99999951
2011-04-28,0.00000002,0.00000040,0.99999958
2011-04-29,0.00000002,0.00000037,0.99999961
2011-05-02,0.00000001,0.00000085,0.99999914
2011-05-03,0.00000001,0.00000093,0.99999906
2011-05-04,0.00000001,0.00000260,0.99999739
2011-05-05,0.00000000,0.00007457,0.99992543
2011-05-06,0.00000000,0.00145165,0.99854835
2011-05-09,0.00000000,0.00293434,0.99706566
2011-05-10,0.00000000,0.00568461,0.99431539
2011-05-11,0.00000000,0.00885750,0.99114250
2011-05-12,0.00000000,0.01304450,0.98695550
2011-05-13,0.00000000,0.01213667,0.98786333
2011-05-16,0.00000000,0.00902123,0.99097877
2011-05-17,0.00000000,0.00514524,0.99485476
2011-05-18,0.00000000,0.00268525,0.99731475
2011-05-19,0.00000000,0.00170309,0.99829691
2011-05-20,0.00000000,0.00062435,0.99937565
2011-05-23,0.00000000,0.00016200,0.99983800
2011-05-24,0.00000000,0.00003469,0.99996531
2011-05-25,0.00000000,0.00001025,0.99998975
2011-05-26,0.00000000,0.00000763,0.99999237
2011-05-27,0.00000000,0.00000545,0.99999455
2011-05-30,0.00000000,0.00000594,0.99999406
2011-05-31,0.00000000,0.00000671,0.99999329
2011-06-01,0.00000000,0.00000633,0.99999367
2011-06-02,0.00000000,0.00000541,0.99999459
2011-06-03,0.00000000,0.00000483,0.99999517
2011-06-06,0.00000000,0.00000319,0.99999680
2011-06-07,0.00000000,0.00000289,0.99999710
2011-06-08,0.00000000,0.00000183,0.99999816
2011-06-09,0.00000001,0.00000138,0.99999862
2011-06-10,0.00000001,0.00000104,0.99999896
2011-06-13,0.00000001,0.00000089,0.99999910
2011-06-14,0.00000000,0.00000116,0.99999884
2011-06-15,0.00000000,0.00000081,0.99999919
2011-06-16,0.00000001,0.00000116,0.99999884
2011-06-17,0.00000001,0.00000102,0.99999897
2011-06-20,0.00000001,0.00000092,0.99999908
2011-06-21,0.00000001,0.00000063,0.99999936
2011-06-22,0.00000001,0.00000073,0.99999927
2011-06-23,0.00000001,0.00000072,0.99999927
2011-06-24,0.00000001,0.00000062,0.99999937
2011-06-27,0.00000001,0.00000055,0.99999944
2011-06-28,0.00000001,0.00000041,0.99999958
2011-06-29,0.00000001,0.00000044,0.99999955
2011-06-30,0.00000001,0.00000046,0.99999954
2011-07-01,0.00000001,0.00000037,0.99999962
2011-07-04,0.00000002,0.00000035,0.99999963
2011-07-05,0.00000002,0.00000034,0.99999964
2011-07-06,0.00000002,0.00000050,0.99999948
2011-07-07,0.00000002,0.00000042,0.99999956
2011-07-08,0.00000002,0.00000041,0.99999957
2011-07-11,0.00000002,0.00000036,0.99999961
2011-07-12,0.00000003,0.00000035,0.99999963
2011-07-13,0.00000003,0.00000045,0.99999952
2011-07-14,0.00000002,0.00000050,0.99999948
2011-07-15,0.00000001,0.00000083,0.99999916
2011-07-18,0.00000001,0.00000097,0.99999902
2011-07-19,0.00000001,0.00000086,0.99999913
2011-07-20,0.00000001,0.00000119,0.99999880
2011-07-21,0.00000001,0.00000099,0.99999900
2011-07-22,0.00000002,0.00000084,0.99999914
2011-07-25,0.00000001,0.00000092,0.99999906
2011-07-26,0.00000001,0.00000084,0.99999914
2011-07-27,0.00000001,0.00000081,0.99999918
2011-07-28,0.00000001,0.00000134,0.99999865
2011-07-29,0.00000001,0.00000131,0.99999868
2011-08-01,0.00000001,0.00000077,0.99999922
2011-08-02,0.00000001,0.00000074,0.99999926
2011-08-03,0.00000002,0.00000520,0.99999478
2011-08-04,0.00000037,0.00071353,0.99928610
2011-08-05,0.00000073,0.09160337,0.90839590
2011-08-08,0.00000169,0.41879652,0.58120179
2011-08-09,0.00000471,0.95729674,0.04269855
2011-08-10,0.00000002,0.99998747,0.00001251
2011-08-11,0.00000000,0.99999997,0.00000003
2011-08-12,0.00000000,1.00000000,0.00000000
2011-08-15,0.00000001,0.99999990,0.00000008
2011-08-16,0.00000001,0.99999987,0.00000012
2011-08-17,0.00000004,0.99999912,0.00000084
2011-08-18,0.00000005,0.99999819,0.00000176
2011-08-19,0.00000003,0.99999926,0.00000071
2011-08-22,0.00000003,0.99999908,0.00000089
2011-08-23,0.00000010,0.99999133,0.00000857
2011-08-24,0.00000005,0.99998076,0.00001919
2011-08-25,0.00000003,0.99966330,0.00033667
2011-08-26,0.00000029,0.98936306,0.01063666
2011-08-29,0.00000112,0.93324940,0.06674948
2011-08-30,0.00000369,0.78607860,0.21391771
2011-08-31,0.00000472,0.50066476,0.49933052
2011-09-01,0.00000463,0.19108368,0.80891169
2011-09-02,0.00000197,0.06360371,0.93639432
2011-09-05,0.00000080,0.02156106,0.97843813
2011-09-06,0.00000036,0.00724568,0.99275396
2011-09-07,0.00000015,0.00208509,0.99791476
2011-09-08,0.00000010,0.00055650,0.99944340
2011-09-09,0.00000006,0.00011478,0.99988517
2011-09-12,0.00000005,0.00003104,0.99996891
2011-09-13,0.00000004,0.00000825,0.99999171
2011-09-14,0.00000003,0.00000280,0.99999718
2011-09-15,0.00000003,0.00000302,0.99999695
2011-09-16,0.00000002,0.00000178,0.99999820
2011-09-19,0.00000002,0.00000211,0.99999787
2011-09-20,0.00000001,0.00000216,0.99999783
2011-09-21,0.00000002,0.00004526,0.99995472
2011-09-22,0.00000020,0.00205696,0.99794285
2011-09-23,0.00000011,0.07075123,0.92924866
2011-09-26,0.00000013,0.15111329,0.84888658
2011-09-27,0.00000023,0.24673277,0.75326701
2011-09-28,0.00000022,0.46832725,0.53167253
2011-09-29,0.00000002,0.74280301,0.25719697
2011-09-30,0.00000002,0.86062179,0.13937819
2011-10-03,0.00000000,0.97136984,0.02863016
2011-10-04,0.00000000,0.99737909,0.00262091
2011-10-05,0.00000000,0.99982758,0.00017242
2011-10-06,0.00000000,0.99999238,0.00000762
2011-10-07,0.00000000,0.99999676,0.00000324
2011-10-10,0.00000000,0.99999574,0.00000426
2011-10-11,0.00000000,0.99999610,0.00000390
2011-10-12,0.00000000,0.99999707,0.00000293
2011-10-13,0.00000000,0.99998781,0.00001219
2011-10-14,0.00000000,0.99991258,0.00008742
2011-10-17,0.00000000,0.99935507,0.00064493
2011-10-18,0.00000000,0.99774272,0.00225728
2011-10-19,0.00000001,0.99330961,0.00669039
2011-10-20,0.00000001,0.98643141,0.01356858
2011-10-21,0.00000001,0.97852289,0.02147710
2011-10-24,0.00000001,0.97199646,0.02800352
2011-10-25,0.00000000,0.97120632,0.02879367
2011-10-26,0.00000001,0.97190901,0.02809098
2011-10-27,0.00000001,0.97637313,0.02362686
2011-10-28,0.00000000,0.99096694,0.00903306
2011-10-31,0.00000000,0.99896289,0.00103710
2011-11-01,0.00000000,0.99965901,0.00034099
2011-11-02,0.00000000,0.99957850,0.00042150
2011-11-03,0.00000000,0.99699660,0.00300340
2011-11-04,0.00000001,0.98453960,0.01546039
2011-11-07,0.00000006,0.41494890,0.58505104
2011-11-08,0.00000003,0.17972137,0.82027860
2011-11-09,0.00000001,0.03434558,0.96565441
2011-11-10,0.00000000,0.01686975,0.98313025
2011-11-11,0.00000000,0.00944322,0.99055678
2011-11-14,0.00000000,0.00120171,0.99879828
2011-11-15,0.00000000,0.00019950,0.99980050
2011-11-16,0.00000000,0.00001282,0.99998718
2011-11-17,0.00000000,0.00000469,0.99999531
2011-11-18,0.00000000,0.00001261,0.99998739
2011-11-21,0.00000000,0.00000633,0.99999367
2011-11-22,0.00000000,0.00000424,0.99999576
2011-11-23,0.00000000,0.00000272,0.99999728
2011-11-24,0.00000000,0.00000242,0.99999758
2011-11-25,0.00000000,0.00000226,0.99999774
2011-11-28,0.00000000,0.00000310,0.99999689
2011-11-29,0.00000000,0.00000233,0.99999767
2011-11-30,0.00000000,0.00000641,0.99999359
2011-12-01,0.00000000,0.00000905,0.99999095
2011-12-02,0.00000000,0.00001321,0.99998679
2011-12-05,0.00000000,0.00000664,0.99999336
2011-12-06,0.00000000,0.00000939,0.99999060
2011-12-07,0.00000000,0.00000121,0.99999879
2011-12-08,0.00000000,0.00000116,0.99999884
2011-12-09,0.00000000,0.00000101,0.99999899
2011-12-12,0.00000000,0.00000203,0.99999797
2011-12-13,0.00000000,0.00000126,0.99999874
2011-12-14,0.00000000,0.00000130,0.99999870
2011-12-15,0.00000000,0.00000630,0.99999370
2011-12-16,0.00000000,0.00000684,0.99999316
2011-12-19,0.00000000,0.00000310,0.99999690
2011-12-20,0.00000000,0.00000232,0.99999768
2011-12-21,0.00000000,0.00000359,0.99999641
2011-12-22,0.00000000,0.00000234,0.99999766
2011-12-23,0.00000000,0.00000161,0.99999839
2011-12-26,0.00000000,0.00000151,0.99999849
2011-12-27,0.00000000,0.00000143,0.99999857
2011-12-28,0.00000000,0.00000087,0.99999913
2011-12-29,0.00000000,0.00000086,0.99999914
2011-12-30,0.00000000,0.00000052,0.99999948
2012-01-02,0.00000000,0.00000050,0.99999950
2012-01-03,0.00000000,0.00000049,0.99999951
2012-01-04,0.00000000,0.00000061,0.99999938
2012-01-05,0.00000000,0.00000056,0.99999944
2012-01-06,0.00000000,0.00000051,0.99999949
2012-01-09,0.00000000,0.00000044,0.99999956
2012-01-10,0.00000000,0.00000037,0.99999963
2012-01-11,0.00000000,0.00000035,0.99999965
2012-01-12,0.00000000,0.00000030,0.99999970
2012-01-13,0.00000000,0.00000045,0.99999955
2012-01-16,0.00000000,0.00000036,0.99999964
2012-01-17,0.00000000,0.00000030,0.99999970
2012-01-18,0.00000000,0.00000043,0.99999957
2012-01-19,0.00000000,0.00000045,0.99999954
2012-01-20,0.00000000,0.00000045,0.99999954
2012-01-23,0.00000000,0.00000035,0.99999965
2012-01-24,0.00000000,0.00000061,0.99999939
2012-01-25,0.00000000,0.00000033,0.99999967
2012-01-26,0.00000000,0.00000098,0.99999902
2012-01-27,0.00000000,0.00000056,0.99999944
2012-01-30,0.00000000,0.00000075,0.99999925
2012-01-31,0.00000000,0.00000044,0.99999956
2012-02-01,0.00000000,0.00000057,0.99999943
2012-02-02,0.00000000,0.00000052,0.99999948
2012-02-03,0.00000000,0.00000042,0.99999958
2012-02-06,0.00000000,0.00000049,0.99999951
2012-02-07,0.00000000,0.00000056,0.99999944
2012-02-08,0.00000000,0.00000035,0.99999965
2012-02-09,0.00000000,0.00000035,0.99999964
2012-02-10,0.00000000,0.00000018,0.99999982
2012-02-13,0.00000000,0.00000028,0.99999972
2012-02-14,0.00000000,0.00000033,0.99999967
2012-02-15,0.00000000,0.00000025,0.99999974
2012-02-16,0.00000000,0.00000027,0.99999973
2012-02-17,0.00000000,0.00000022,0.99999978
2012-02-20,0.00000000,0.00000025,0.99999975
2012-02-21,0.00000000,0.00000030,0.99999970
2012-02-22,0.00000000,0.00000029,0.99999971
2012-02-23,0.00000000,0.00000026,0.99999974
2012-02-24,0.00000000,0.00000024,0.99999976
2012-02-27,0.00000000,0.00000020,0.99999980
2012-02-28,0.00000000,0.00000018,0.99999982
2012-02-29,0.00000000,0.00000020,0.99999980
2012-03-01,0.00000000,0.00000023,0.99999977
2012-03-02,0.00000000,0.00000027,0.99999973
2012-03-05,0.00000000,0.00000022,0.99999978
2012-03-06,0.00000000,0.00000025,0.99999975
2012-03-07,0.00000000,0.00000040,0.99999960
2012-03-08,0.00000000,0.00000038,0.99999962
2012-03-09,0.00000000,0.00000029,0.99999971
2012-03-12,0.00000000,0.00000036,0.99999964
2012-03-13,0.00000000,0.00000026,0.99999974
2012-03-14,0.00000000,0.00000026,0.99999974
2012-03-15,0.00000000,0.00000042,0.99999958
2012-03-16,0.00000000,0.00000042,0.99999958
2012-03-19,0.00000000,0.00000046,0.99999954
2012-03-20,0.00000000,0.00000036,0.99999964
2012-03-21,0.00000000,0.00000044,0.99999956
2012-03-22,0.00000000,0.00000038,0.99999962
2012-03-23,0.00000000,0.00000041,0.99999959
2012-03-26,0.00000000,0.00000056,0.99999944
2012-03-27,0.00000000,0.00000053,0.99999947
2012-03-28,0.00000000,0.00000047,0.99999953
2012-03-29,0.00000000,0.00000084,0.99999916
2012-03-30,0.00000000,0.00000087,0.99999913
2012-04-02,0.00000000,0.00000059,0.99999941
2012-04-03,0.00000000,0.00000058,0.99999942
2012-04-04,0.00000000,0.00000069,0.99999931
2012-04-05,0.00000000,0.00000205,0.99999795
2012-04-06,0.00000000,0.00000182,0.99999818
2012-04-09,0.00000000,0.00000157,0.99999843
2012-04-10,0.00000000,0.00000101,0.99999899
2012-04-11,0.00000000,0.00000109,0.99999891
2012-04-12,0.00000000,0.00000087,0.99999913
2012-04-13,0.00000000,0.00000099,0.99999901
2012-04-16,0.00000000,0.00000089,0.99999911
2012-04-17,0.00000000,0.00000082,0.99999918
2012-04-18,0.00000000,0.00000060,0.99999940
2012-04-19,0.00000000,0.00000066,0.99999934
2012-04-20,0.00000000,0.00000057,0.99999943
2012-04-23,0.00000000,0.00000053,0.99999947
2012-04-24,0.00000000,0.00000040,0.99999960
2012-04-25,0.00000000,0.00000036,0.99999964
2012-04-26,0.00000000,0.00000037,0.99999963
2012-04-27,0.00000000,0.00000043,0.99999957
2012-04-30,0.00000000,0.00000063,0.99999937
2012-05-01,0.00000000,0.00000058,0.99999942
2012-05-02,0.00000000,0.00000051,0.99999949
2012-05-03,0.00000000,0.00000068,0.99999932
2012-05-04,0.00000000,0.00000084,0.99999916
2012-05-07,0.00000000,0.00000099,0.99999901
2012-05-08,0.00000000,0.00000079,0.99999921
2012-05-09,0.00000000,0.00000067,0.99999933
2012-05-10,0.00000000,0.00000059,0.99999941
2012-05-11,0.00000000,0.00000054,0.99999946
2012-05-14,0.00000000,0.00000047,0.99999953
2012-05-15,0.00000000,0.00000052,0.99999948
2012-05-16,0.00000000,0.00000045,0.99999955
2012-05-17,0.00000000,0.00000029,0.99999971
2012-05-18,0.00000000,0.00000025,0.99999975
2012-05-21,0.00000000,0.00000028,0.99999972
2012-05-22,0.00000000,0.00000032,0.99999968
2012-05-23,0.00000000,0.00000033,0.99999967
2012-05-24,0.00000000,0.00000024,0.99999976
2012-05-25,0.00000000,0.00000029,0.99999971
2012-05-28,0.00000000,0.00000025,0.99999975
2012-05-29,0.00000000,0.00000022,0.99999978
2012-05-30,0.00000000,0.00000023,0.99999977
2012-05-31,0.00000000,0.00000028,0.99999972
2012-06-01,0.00000000,0.00000022,0.99999978
2012-06-04,0.00000000,0.00000090,0.99999910
2012-06-05,0.00000000,0.00000098,0.99999902
2012-06-06,0.00000000,0.00000038,0.99999962
2012-06-07,0.00000000,0.00000047,0.99999953
2012-06-08,0.00000000,0.00000053,0.99999947
2012-06-11,0.00000000,0.00000049,0.99999951
2012-06-12,0.00000000,0.00000039,0.99999960
2012-06-13,0.00000000,0.00000034,0.99999966
2012-06-14,0.00000000,0.00000037,0.99999963
2012-06-15,0.00000000,0.00000066,0.99999934
2012-06-18,0.00000000,0.00000098,0.99999902
2012-06-19,0.00000000,0.00000061,0.99999939
2012-06-20,0.00000000,0.00000096,0.99999904
2012-06-21,0.00000000,0.00000386,0.99999614
2012-06-22,0.00000000,0.00000138,0.99999862
2012-06-25,0.00000000,0.00000323,0.99999677
2012-06-26,0.00000000,0.00000179,0.99999821
2012-06-27,0.00000000,0.00000219,0.99999781
2012-06-28,0.00000000,0.00000249,0.99999751
2012-06-29,0.00000000,0.00000222,0.99999778
2012-07-02,0.00000000,0.00006933,0.99993067
2012-07-03,0.00000000,0.00005868,0.99994132
2012-07-04,0.00000000,0.00007847,0.99992153
2012-07-05,0.00000000,0.00013284,0.99986716
2012-07-06,0.00000000,0.00024233,0.99975767
2012-07-09,0.00000000,0.00029480,0.99970520
2012-07-10,0.00000000,0.00031898,0.99968102
2012-07-11,0.00000000,0.00022765,0.99977235
2012-07-12,0.00000000,0.00016195,0.99983805
2012-07-13,0.00000000,0.00009056,0.99990944
2012-07-16,0.00000000,0.00003796,0.99996204
2012-07-17,0.00000000,0.00001955,0.99998045
2012-07-18,0.00000000,0.00000726,0.99999274
2012-07-19,0.00000000,0.00000526,0.99999474
2012-07-20,0.00000000,0.00000719,0.99999281
2012-07-23,0.00000000,0.00000361,0.99999639
2012-07-24,0.00000000,0.00000594,0.99999406
2012-07-25,0.00000000,0.00000494,0.99999506
2012-07-26,0.00000000,0.00000253,0.99999747
2012-07-27,0.00000000,0.00000211,0.99999789
2012-07-30,0.00000000,0.00000133,0.99999867
2012-07-31,0.00000000,0.00000148,0.99999852
2012-08-01,0.00000000,0.00000167,0.99999833
2012-08-02,0.00000000,0.00000112,0.99999888
2012-08-03,0.00000000,0.00000211,0.99999789
2012-08-06,0.00000000,0.00000399,0.99999601
2012-08-07,0.00000000,0.00000233,0.99999767
2012-08-08,0.00000000,0.00000208,0.99999792
2012-08-09,0.00000000,0.00000187,0.99999813
2012-08-10,0.00000000,0.00000100,0.99999900
2012-08-13,0.00000000,0.00000093,0.99999907
2012-08-14,0.00000000,0.00000088,0.99999912
2012-08-15,0.00000000,0.00000081,0.99999919
2012-08-16,0.00000000,0.00000076,0.99999924
2012-08-17,0.00000000,0.00000082,0.99999918
2012-08-20,0.00000000,0.00000076,0.99999924
2012-08-21,0.00000000,0.00000077,0.99999923
2012-08-22,0.00000000,0.00000081,0.99999919
2012-08-23,0.00000000,0.00000083,0.99999917
2012-08-24,0.00000000,0.00000057,0.99999943
2012-08-27,0.00000000,0.00000056,0.99999944
2012-08-28,0.00000000,0.00000058,0.99999942
2012-08-29,0.00000000,0.00000061,0.99999939
2012-08-30,0.00000000,0.00000053,0.99999947
2012-08-31,0.00000000,0.00000038,0.99999962
2012-09-03,0.00000000,0.00000047,0.99999953
2012-09-04,0.00000000,0.00000060,0.99999940
2012-09-05,0.00000000,0.00000064,0.99999936
2012-09-06,0.00000000,0.00000068,0.99999932
2012-09-07,0.00000000,0.00000059,0.99999941
2012-09-10,0.00000000,0.00000056,0.99999944
2012-09-11,0.00000000,0.00000051,0.99999949
2012-09-12,0.00000000,0.00000049,0.99999951
2012-09-13,0.00000000,0.00000049,0.99999951
2012-09-14,0.00000000,0.00000087,0.99999913
2012-09-17,0.00000000,0.00000068,0.99999932
2012-09-18,0.00000000,0.00000077,0.99999923
2012-09-19,0.00000000,0.00000073,0.99999927
2012-09-20,0.00000000,0.00000056,0.99999944
2012-09-21,0.00000000,0.00000054,0.99999946
2012-09-24,0.00000000,0.00000061,0.99999939
2012-09-25,0.00000000,0.00000066,0.99999934
2012-09-26,0.00000000,0.00000054,0.99999946
2012-09-27,0.00000000,0.00000047,0.99999953
2012-09-28,0.00000000,0.00000074,0.99999926
2012-10-01,0.00000000,0.00000061,0.99999939
2012-10-02,0.00000000,0.00000054,0.99999946
2012-10-03,0.00000000,0.00000052,0.99999948
2012-10-04,0.00000000,0.00000061,0.99999939
2012-10-05,0.00000000,0.00000050,0.99999950
2012-10-08,0.00000000,0.00000064,0.99999936
